id,benefits,resources,mhd,coworker_chat,support_options,age,sex,race
1987,Don't know,No,Yes,,,23.0,Female,
1988,Don't know,Don't know,No,,,37.0,Male,
1989,Don't know,Don't know,Yes,,,42.0,Male,
1990,Yes,Yes,Yes,,,32.0,Male,
1991,No,Don't know,Don't know,,,28.0,Male,
1992,Don't know,Don't know,Yes,,,28.0,Male,
1993,Yes,Don't know,Yes,,,29.0,Male,
1994,Don't know,Don't know,Don't know,,,35.0,Male,
1995,Don't know,Don't know,Yes,,,31.0,Female,
1996,Don't know,Don't know,Yes,,,46.0,Female,
1997,Don't know,Don't know,Don't know,,,19.0,Male,
1998,Don't know,Yes,Don't know,,,35.0,Male,
1999,Yes,Yes,No,,,31.0,Male,
2000,Don't know,Don't know,No,,,31.0,Male,
2001,Yes,Yes,No,,,37.0,Male,
2002,Don't know,Yes,Yes,,,34.0,Female,
2003,Yes,No,No,,,39.0,Female,
2004,Don't know,Don't know,No,,,29.0,Female,
2005,Yes,No,Yes,,,29.0,Female,
2006,Yes,Yes,No,,,63.0,Male,
2007,Don't know,Don't know,Yes,,,45.0,Male,
2008,Don't know,Don't know,Don't know,,,35.0,Male,
2009,Don't know,Don't know,Don't know,,,32.0,Male,
2010,Don't know,Don't know,No,,,44.0,Male,
2011,No,No,Yes,,,28.0,Others,
2012,Don't know,Don't know,Don't know,,,39.0,Male,
2013,Don't know,Don't know,Don't know,,,55.0,Female,
2014,Don't know,Don't know,Yes,,,33.0,Female,
2015,No,No,No,,,19.0,Male,
2016,Yes,No,Don't know,,,40.0,Male,
2017,Yes,Yes,No,,,49.0,Female,
2018,Don't know,Yes,No,,,27.0,Female,
2019,Yes,Yes,Yes,,,39.0,Male,
2020,Don't know,Yes,Yes,,,35.0,Male,
2021,Don't know,Don't know,Don't know,,,35.0,Male,
2022,Yes,No,Yes,,,42.0,Female,
2023,Yes,No,No,,,35.0,Male,
2024,Don't know,Don't know,No,,,31.0,Female,
2025,Don't know,Don't know,Yes,,,44.0,Male,
2026,Yes,No,Don't know,,,39.0,Male,
2027,Don't know,Don't know,No,,,32.0,Male,
2028,Don't know,Don't know,No,,,45.0,Male,
2029,Don't know,Don't know,No,,,31.0,Male,
2030,Don't know,Don't know,Yes,,,47.0,Female,
2031,No,No,No,,,29.0,Male,
2032,Yes,No,No,,,20.0,Male,
2033,Don't know,Don't know,No,,,34.0,Male,
2034,Don't know,Yes,Yes,,,33.0,Others,
2035,Don't know,Don't know,Don't know,,,56.0,Female,
2036,Don't know,Don't know,Yes,,,35.0,Male,
2037,Yes,Don't know,Yes,,,31.0,Male,
2038,Yes,Yes,Yes,,,36.0,Male,
2039,Yes,Yes,Yes,,,30.0,Male,
2040,Yes,Don't know,Don't know,,,44.0,Female,
2041,Don't know,No,Yes,,,23.0,Female,
2042,Yes,Yes,No,,,46.0,Male,
2043,Yes,No,Yes,,,33.0,Female,
2044,Yes,No,Don't know,,,32.0,Female,
2045,Don't know,Don't know,Don't know,,,45.0,Male,
2046,No,No,Yes,,,26.0,Male,
2047,Don't know,Don't know,No,,,32.0,Female,
2048,Don't know,Don't know,No,,,28.0,Male,
2049,Don't know,Don't know,No,,,44.0,Male,
2050,Don't know,Don't know,Don't know,,,42.0,Male,
2051,Yes,Yes,No,,,30.0,Male,
2052,Don't know,Don't know,Don't know,,,28.0,Female,
2053,Yes,Don't know,Yes,,,31.0,Male,
2054,Yes,No,Don't know,,,29.0,Male,
2055,Don't know,No,Don't know,,,33.0,Male,
2056,Yes,Yes,Yes,,,43.0,Female,
2057,Don't know,Yes,Don't know,,,28.0,Male,
2058,Don't know,Don't know,Don't know,,,42.0,Others,
2059,Yes,No,Yes,,,38.0,Male,
2060,Yes,No,Don't know,,,30.0,Male,
2061,Don't know,Don't know,Yes,,,51.0,Female,
2062,Don't know,Don't know,No,,,48.0,Female,
2063,Don't know,Don't know,Don't know,,,39.0,Male,
2064,No,No,No,,,28.0,Male,
2065,Yes,Yes,Don't know,,,37.0,Male,
2066,Yes,Don't know,No,,,33.0,Male,
2067,Don't know,No,Yes,,,21.0,Male,
2068,Yes,No,No,,,25.0,Male,
2070,Yes,No,Yes,,,40.0,Male,
2071,No,No,Don't know,,,30.0,Female,
2072,Don't know,Don't know,Don't know,,,27.0,Male,
2073,No,No,No,,,25.0,Male,
2074,Yes,No,No,,,38.0,Male,
2075,Don't know,Don't know,Don't know,,,24.0,Male,
2076,Don't know,No,No,,,23.0,Male,
2077,Don't know,Don't know,Yes,,,39.0,Female,
2078,Don't know,No,No,,,26.0,Male,
2079,Don't know,Don't know,No,,,43.0,Male,
2080,Don't know,No,Don't know,,,30.0,Male,
2081,Don't know,Don't know,Yes,,,35.0,Male,
2082,Don't know,No,Don't know,,,40.0,Male,
2083,Yes,No,Yes,,,33.0,Female,
2084,Don't know,Don't know,Don't know,,,35.0,Male,
2085,No,No,No,,,22.0,Male,
2086,Yes,Yes,Yes,,,28.0,Male,
2087,Yes,No,Yes,,,39.0,Male,
2088,Don't know,Don't know,No,,,33.0,Male,
2089,Don't know,Don't know,No,,,25.0,Female,
2090,Don't know,No,No,,,37.0,Male,
2091,Don't know,Yes,Yes,,,41.0,Female,
2092,Yes,Don't know,Yes,,,30.0,Female,
2093,Yes,Yes,No,,,42.0,Male,
2094,Yes,No,No,,,52.0,Male,
2095,No,No,No,,,30.0,Male,
2096,Yes,Don't know,Yes,,,35.0,Male,
2097,Don't know,No,No,,,24.0,Male,
2098,Don't know,Don't know,No,,,39.0,Male,
2099,Yes,No,No,,,34.0,Male,
2100,Don't know,Don't know,No,,,32.0,Male,
2101,Don't know,Don't know,Don't know,,,25.0,Male,
2102,No,No,Don't know,,,43.0,Male,
2103,Yes,Don't know,No,,,39.0,Male,
2104,Don't know,Don't know,Yes,,,35.0,Male,
2105,Yes,No,Yes,,,34.0,Male,
2106,Yes,Don't know,No,,,38.0,Male,
2107,Yes,Don't know,Yes,,,26.0,Female,
2108,No,No,No,,,24.0,Male,
2109,Don't know,Yes,Yes,,,27.0,Female,
2110,Yes,Yes,Yes,,,25.0,Male,
2111,Don't know,Don't know,No,,,37.0,Male,
2112,Yes,Yes,No,,,33.0,Male,
2113,No,Don't know,Yes,,,34.0,Male,
2114,Don't know,No,Yes,,,27.0,Male,
2115,Yes,Don't know,Don't know,,,33.0,Male,
2116,Yes,Don't know,Yes,,,50.0,Male,
2117,Don't know,Don't know,Yes,,,54.0,Female,
2118,Yes,No,No,,,32.0,Female,
2119,Don't know,Yes,No,,,39.0,Male,
2120,Don't know,Don't know,No,,,36.0,Male,
2121,Don't know,No,No,,,34.0,Male,
2122,Don't know,No,Don't know,,,31.0,Female,
2123,No,Yes,Don't know,,,36.0,Male,
2124,Don't know,Yes,No,,,48.0,Male,
2125,Don't know,Don't know,Don't know,,,31.0,Male,
2126,No,No,No,,,32.0,Male,
2127,Don't know,No,No,,,32.0,Male,
2128,Don't know,Don't know,Yes,,,31.0,Male,
2129,Don't know,Yes,Yes,,,28.0,Female,
2130,Don't know,No,Yes,,,28.0,Male,
2131,Yes,Don't know,Yes,,,33.0,Female,
2132,Don't know,Don't know,No,,,33.0,Male,
2133,Don't know,Don't know,Yes,,,59.0,Male,
2134,Don't know,Don't know,Yes,,,33.0,Male,
2135,Don't know,Don't know,Don't know,,,37.0,Male,
2136,Don't know,No,No,,,27.0,Female,
2137,No,No,Don't know,,,39.0,Male,
2138,Don't know,Don't know,No,,,50.0,Male,
2139,Yes,Yes,No,,,34.0,Female,
2140,Don't know,Don't know,Don't know,,,50.0,Male,
2141,Don't know,Don't know,Don't know,,,31.0,Female,
2142,Yes,Yes,Don't know,,,39.0,Male,
2143,Don't know,Don't know,No,,,46.0,Male,
2144,Don't know,Don't know,Don't know,,,28.0,Male,
2145,Don't know,Don't know,No,,,32.0,Male,
2146,Don't know,Don't know,Yes,,,65.0,Female,
2147,Don't know,Don't know,Don't know,,,37.0,Male,
2148,Don't know,Don't know,No,,,41.0,Female,
2149,Don't know,Don't know,Yes,,,38.0,Male,
2150,Don't know,No,Yes,,,51.0,Male,
2151,Don't know,Yes,Don't know,,,29.0,Male,
2152,Don't know,Don't know,No,,,37.0,Male,
2153,Don't know,Don't know,No,,,31.0,Male,
2154,No,No,Don't know,,,32.0,Male,
2155,Don't know,Don't know,Yes,,,31.0,Male,
2156,Don't know,Yes,No,,,52.0,Male,
2157,Don't know,Don't know,Yes,,,31.0,Male,
2158,Don't know,Don't know,No,,,38.0,Female,
2159,Yes,Don't know,Don't know,,,35.0,Male,
2160,Don't know,Don't know,No,,,29.0,Male,
2161,Don't know,Don't know,No,,,63.0,Male,
2162,Don't know,Don't know,Yes,,,47.0,Female,
2163,Don't know,Don't know,Yes,,,43.0,Male,
2164,No,No,No,,,38.0,Male,
2165,Don't know,Don't know,Don't know,,,27.0,Male,
2166,Don't know,Yes,Yes,,,40.0,Female,
2167,Don't know,Don't know,No,,,32.0,Male,
2168,Don't know,Don't know,Don't know,,,43.0,Female,
2169,Yes,No,Yes,,,28.0,Female,
2170,Don't know,Don't know,No,,,46.0,Male,
2171,No,No,No,,,42.0,Male,
2172,No,No,Don't know,,,31.0,Male,
2173,Don't know,Don't know,Yes,,,37.0,Female,
2174,No,No,Yes,,,35.0,Male,
2175,Don't know,Don't know,Don't know,,,30.0,Female,
2176,Don't know,No,Yes,,,35.0,Male,
2177,Yes,Don't know,Yes,,,24.0,Male,
2178,No,No,No,,,23.0,Male,
2179,Don't know,Don't know,Don't know,,,39.0,Female,
2180,No,No,No,,,38.0,Male,
2181,Don't know,Don't know,Yes,,,28.0,Male,
2182,Don't know,Don't know,No,,,30.0,Male,
2183,Don't know,Don't know,Don't know,,,38.0,Male,
2184,Don't know,Don't know,No,,,33.0,Male,
2185,Don't know,Don't know,No,,,35.0,Male,
2186,Don't know,Don't know,No,,,54.0,Male,
2187,Don't know,Don't know,No,,,30.0,Female,
2188,Don't know,Don't know,No,,,32.0,Female,
2189,Don't know,Don't know,Don't know,,,28.0,Male,
2190,No,No,No,,,39.0,Male,
2191,No,No,Yes,,,21.0,Others,
2192,Yes,Yes,No,,,31.0,Male,
2193,Don't know,Don't know,Don't know,,,30.0,Male,
2194,Yes,No,No,,,25.0,Female,
2195,Don't know,Don't know,No,,,26.0,Male,
2196,Yes,No,No,,,30.0,Male,
2197,No,No,No,,,30.0,Male,
2198,Don't know,Don't know,No,,,31.0,Male,
2199,Don't know,Don't know,Yes,,,32.0,Male,
2200,No,No,Yes,,,45.0,Female,
2201,Don't know,Don't know,Don't know,,,29.0,Male,
2202,Yes,No,Don't know,,,27.0,Male,
2203,Don't know,Don't know,Yes,,,28.0,Female,
2204,Yes,Yes,No,,,38.0,Male,
2205,Yes,Yes,Yes,,,38.0,Male,
2206,Don't know,Don't know,No,,,34.0,Male,
2207,Don't know,Don't know,No,,,36.0,Male,
2208,Don't know,No,No,,,23.0,Male,
2209,Yes,No,Don't know,,,40.0,Female,
2210,Don't know,Don't know,Yes,,,39.0,Male,
2211,Don't know,No,Don't know,,,28.0,Male,
2212,Don't know,Don't know,No,,,33.0,Male,
2213,Don't know,Don't know,Don't know,,,32.0,Male,
2214,Yes,Yes,Yes,,,32.0,Male,
2215,Yes,Yes,Don't know,,,27.0,Male,
2216,No,No,No,,,33.0,Male,
2217,Don't know,No,No,,,34.0,Male,
2218,Don't know,Don't know,Don't know,,,38.0,Female,
2219,Yes,Don't know,No,,,35.0,Male,
2220,Yes,Yes,No,,,39.0,Male,
2221,Yes,Yes,No,,,35.0,Male,
2222,Don't know,Don't know,Yes,,,34.0,Male,
2223,Don't know,Don't know,Yes,,,44.0,Female,
2224,Yes,No,No,,,42.0,Male,
2225,Yes,Don't know,No,,,30.0,Male,
2226,Yes,No,Don't know,,,55.0,Male,
2227,No,No,Don't know,,,46.0,Male,
2228,Yes,No,Yes,,,33.0,Male,
2229,Yes,Yes,Yes,,,30.0,Male,
2230,No,No,Yes,,,30.0,Male,
2231,Yes,Yes,Don't know,,,31.0,Female,
2232,Yes,Don't know,Yes,,,38.0,Male,
2233,Yes,Yes,No,,,30.0,Female,
2234,Yes,Yes,Yes,,,32.0,Male,
2235,No,No,Yes,,,32.0,Male,
2236,Yes,No,Yes,,,47.0,Male,
2237,No,No,Don't know,,,39.0,Male,
2238,Don't know,No,Yes,,,35.0,Male,
2239,Yes,No,Yes,,,36.0,Male,
2240,Yes,Yes,No,,,38.0,Female,
2241,Don't know,No,Don't know,,,30.0,Male,
2242,Don't know,No,No,,,33.0,Male,
2243,Don't know,Don't know,Yes,,,22.0,Male,
2244,Don't know,Don't know,Don't know,,,35.0,Male,
2245,Don't know,Don't know,No,,,26.0,Male,
2246,Yes,Yes,Don't know,,,34.0,Male,
2247,Don't know,Don't know,Don't know,,,40.0,Male,
2248,No,Yes,Yes,,,37.0,Male,
2249,No,No,No,,,43.0,Male,
2250,Don't know,Don't know,Yes,,,20.0,Male,
2251,Don't know,Don't know,Yes,,,30.0,Female,
2252,Yes,Yes,Don't know,,,32.0,Male,
2253,Yes,Don't know,No,,,35.0,Male,
2254,Yes,No,No,,,29.0,Male,
2255,No,Don't know,Don't know,,,29.0,Male,
2256,Yes,Don't know,No,,,30.0,Male,
2257,Don't know,Don't know,Yes,,,30.0,Male,
2258,Yes,Don't know,Yes,,,38.0,Male,
2259,Yes,No,Don't know,,,30.0,Male,
2260,No,No,Yes,,,26.0,Male,
2261,Don't know,Don't know,Yes,,,27.0,Male,
2262,No,No,No,,,24.0,Male,
2263,Yes,Don't know,No,,,35.0,Male,
2264,Yes,Yes,Don't know,,,38.0,Male,
2265,Yes,Don't know,Yes,,,36.0,Others,
2266,Don't know,Don't know,Yes,,,34.0,Male,
2267,Yes,Don't know,Don't know,,,35.0,Male,
2268,Don't know,Don't know,No,,,25.0,Male,
2269,Don't know,Don't know,Don't know,,,32.0,Female,
2270,No,No,No,,,32.0,Female,
2271,Don't know,Don't know,Don't know,,,37.0,Male,
2272,Don't know,Yes,Don't know,,,28.0,Male,
2273,Yes,Yes,No,,,34.0,Female,
2274,Yes,Yes,Yes,,,40.0,Female,
2275,Yes,Yes,No,,,45.0,Male,
2276,Don't know,Don't know,No,,,31.0,Male,
2277,Yes,Yes,Yes,,,30.0,Male,
2278,Yes,Yes,No,,,47.0,Female,
2279,Don't know,Don't know,No,,,48.0,Male,
2280,Don't know,Don't know,Yes,,,44.0,Male,
2281,Don't know,Don't know,Don't know,,,29.0,Male,
2282,Yes,Yes,No,,,52.0,Male,
2283,Yes,Yes,No,,,34.0,Female,
2284,Yes,Don't know,No,,,34.0,Male,
2285,Don't know,Yes,No,,,27.0,Male,
2286,No,No,Don't know,,,30.0,Male,
2287,Yes,Yes,Don't know,,,40.0,Male,
2288,Don't know,Don't know,Yes,,,26.0,Male,
2289,Don't know,Don't know,No,,,36.0,Male,
2290,Don't know,No,Yes,,,35.0,Male,
2291,Yes,Yes,No,,,43.0,Female,
2292,No,No,Yes,,,36.0,Female,
2293,Yes,Yes,No,,,32.0,Female,
2294,Don't know,Don't know,No,,,36.0,Female,
2295,No,Don't know,Yes,,,38.0,Male,
2296,Yes,Yes,Don't know,,,35.0,Male,
2297,Don't know,No,Yes,,,35.0,Female,
2298,Yes,Don't know,Yes,,,45.0,Male,
2299,Don't know,Don't know,No,,,47.0,Male,
2300,Don't know,Don't know,No,,,27.0,Male,
2301,Don't know,Don't know,No,,,26.0,Male,
2302,Don't know,Don't know,No,,,51.0,Male,
2303,No,No,Yes,,,25.0,Male,
2304,No,No,Don't know,,,41.0,Male,
2305,Yes,Yes,No,,,34.0,Male,
2306,No,No,No,,,43.0,Male,
2307,Don't know,Don't know,Yes,,,33.0,Male,
2308,Don't know,Don't know,No,,,37.0,Male,
2309,No,No,Yes,,,27.0,Female,
2310,Don't know,Don't know,Yes,,,54.0,Female,
2311,Don't know,No,No,,,38.0,Male,
2312,No,No,No,,,42.0,Male,
2313,Yes,No,No,,,30.0,Male,
2314,Yes,Yes,No,,,43.0,Male,
2315,Don't know,Don't know,Yes,,,33.0,Male,
2316,Don't know,Don't know,No,,,37.0,Female,
2317,Yes,Yes,Yes,,,25.0,Male,
2318,Don't know,Yes,Yes,,,27.0,Male,
2319,Don't know,Don't know,Yes,,,27.0,Male,
2320,Yes,Yes,Yes,,,27.0,Male,
2321,Don't know,Don't know,Don't know,,,35.0,Male,
2322,No,No,Don't know,,,24.0,Male,
2323,Don't know,No,Yes,,,31.0,Others,
2324,Don't know,No,Don't know,,,31.0,Male,
2325,Yes,No,No,,,32.0,Male,
2326,No,No,Yes,,,33.0,Male,
2327,Don't know,Don't know,Yes,,,56.0,Male,
2328,Yes,Don't know,Don't know,,,43.0,Male,
2329,Yes,Yes,Yes,,,49.0,Male,
2330,No,No,No,,,35.0,Male,
2331,Yes,Yes,No,,,53.0,Male,
2332,Don't know,Don't know,Yes,,,45.0,Male,
2333,Yes,Yes,Don't know,,,40.0,Male,
2334,Don't know,Yes,No,,,52.0,Male,
2335,Don't know,Don't know,Don't know,,,30.0,Male,
2336,Yes,No,No,,,41.0,Male,
2337,Don't know,Don't know,Don't know,,,31.0,Male,
2338,Don't know,Don't know,Don't know,,,31.0,Male,
2339,Don't know,Don't know,Don't know,,,24.0,Others,
2340,No,No,Don't know,,,44.0,Male,
2341,Yes,Don't know,Yes,,,37.0,Male,
2342,No,No,Yes,,,22.0,Male,
2343,Yes,Don't know,Yes,,,31.0,Female,
2344,No,No,Don't know,,,36.0,Female,
2345,Don't know,Don't know,Yes,,,28.0,Male,
2346,Don't know,Don't know,No,,,25.0,Female,
2347,Don't know,Don't know,Don't know,,,49.0,Male,
2348,Don't know,Don't know,Yes,,,22.0,Female,
2349,Don't know,Don't know,Yes,,,43.0,Male,
2350,Don't know,Don't know,Don't know,,,33.0,Male,
2351,Yes,Yes,Don't know,,,36.0,Female,
2352,Yes,No,Yes,,,26.0,Female,
2353,Yes,Yes,Yes,,,43.0,Male,
2354,Don't know,Don't know,Don't know,,,21.0,Male,
2355,Don't know,No,No,,,39.0,Male,
2356,Yes,Don't know,Yes,,,46.0,Male,
2357,Don't know,No,No,,,32.0,Male,
2358,Don't know,Don't know,No,,,31.0,Male,
2359,Don't know,Don't know,No,,,39.0,Female,
2360,Don't know,No,Don't know,,,44.0,Male,
2361,Yes,Yes,Yes,,,36.0,Male,
2362,Don't know,Yes,No,,,31.0,Female,
2363,Don't know,Don't know,Yes,,,30.0,Others,
2364,Yes,Yes,Yes,,,36.0,Male,
2365,Don't know,Don't know,No,,,31.0,Male,
2366,No,No,No,,,23.0,Male,
2367,Yes,No,Yes,,,23.0,Male,
2368,Don't know,Don't know,Yes,,,30.0,Female,
2369,Don't know,Don't know,No,,,34.0,Male,
2370,No,No,No,,,49.0,Female,
2371,No,No,Don't know,,,25.0,Male,
2372,No,No,Don't know,,,39.0,Male,
2373,No,Yes,No,,,37.0,Male,
2374,Don't know,Don't know,No,,,26.0,Male,
2375,Don't know,No,Yes,,,41.0,Male,
2376,No,No,No,,,28.0,Male,
2377,Don't know,No,Don't know,,,33.0,Male,
2378,No,No,No,,,74.0,Female,
2379,Don't know,Yes,Yes,,,28.0,Male,
2380,No,No,Yes,,,47.0,Male,
2381,Don't know,No,Don't know,,,25.0,Male,
2382,Yes,Yes,No,,,51.0,Male,
2383,Yes,Don't know,Yes,,,26.0,Male,
2384,Yes,No,Don't know,,,24.0,Male,
2385,Don't know,Don't know,Don't know,,,33.0,Female,
2386,Yes,No,Yes,,,32.0,Female,
2387,Yes,No,No,,,57.0,Male,
2388,Yes,Don't know,Yes,,,39.0,Male,
2389,No,No,Yes,,,26.0,Female,
2390,Don't know,Yes,Don't know,,,38.0,Male,
2391,Yes,No,No,,,33.0,Male,
2392,Yes,No,Don't know,,,30.0,Male,
2393,Don't know,Don't know,Yes,,,25.0,Female,
2394,Yes,No,Yes,,,40.0,Male,
2395,Yes,Yes,Yes,,,26.0,Female,
2396,Yes,Yes,Yes,,,34.0,Male,
2397,Yes,Yes,Don't know,,,46.0,Female,
2398,Don't know,Don't know,Yes,,,31.0,Female,
2399,Don't know,Don't know,Yes,,,42.0,Male,
2400,Don't know,No,No,,,30.0,Male,
2401,Don't know,Don't know,Yes,,,26.0,Others,
2402,Don't know,No,Don't know,,,29.0,Male,
2403,Yes,No,Yes,,,31.0,Male,
2404,Don't know,Don't know,No,,,40.0,Male,
2405,Yes,Don't know,Yes,,,39.0,Male,
2406,Yes,No,Don't know,,,37.0,Male,
2407,Don't know,Yes,No,,,27.0,Male,
2408,Don't know,Don't know,No,,,45.0,Male,
2409,Don't know,No,No,,,29.0,Male,
2410,Yes,Yes,No,,,47.0,Female,
2411,Don't know,No,No,,,33.0,Male,
2412,Don't know,Don't know,No,,,32.0,Male,
2413,Don't know,No,No,,,29.0,Male,
2414,Yes,No,Yes,,,36.0,Male,
2415,Don't know,No,No,,,35.0,Female,
2416,Yes,Don't know,No,,,40.0,Male,
2417,Yes,No,Yes,,,36.0,Male,
2418,Don't know,Yes,No,,,39.0,Female,
2419,Yes,Yes,Don't know,,,38.0,Male,
2420,Don't know,Don't know,Don't know,,,23.0,Male,
2421,No,No,No,,,29.0,Male,
2422,Don't know,Don't know,No,,,38.0,Male,
2423,Yes,Don't know,Yes,,,34.0,Female,
2424,No,No,Yes,,,28.0,Male,
2425,No,No,Yes,,,38.0,Male,
2426,Yes,Yes,Don't know,,,25.0,Female,
2427,Yes,Yes,Yes,,,36.0,Female,
2428,Don't know,Don't know,Yes,,,57.0,Female,
2429,Don't know,No,No,,,46.0,Male,
2430,Yes,Yes,Yes,,,49.0,Male,
2431,Don't know,Don't know,No,,,34.0,Male,
2432,Don't know,No,No,,,43.0,Male,
2433,Don't know,Don't know,Yes,,,35.0,Male,
2434,Don't know,Don't know,No,,,32.0,Male,
2435,Don't know,No,Yes,,,24.0,Others,
2436,Yes,No,Yes,,,33.0,Male,
2437,Don't know,No,Don't know,,,28.0,Male,
2438,Yes,Yes,Don't know,,,48.0,Male,
2439,Yes,No,Yes,,,33.0,Female,
2440,Don't know,Don't know,No,,,40.0,Male,
2441,Don't know,Don't know,Yes,,,22.0,Male,
2442,No,No,Yes,,,22.0,Female,
2443,Yes,Yes,Yes,,,23.0,Female,
2444,No,No,No,,,33.0,Male,
2445,Don't know,No,Don't know,,,29.0,Male,
2446,Yes,Don't know,Yes,,,32.0,Male,
2447,Yes,No,Yes,,,43.0,Male,
2448,Yes,Yes,Yes,,,49.0,Male,
2449,No,No,No,,,44.0,Male,
2450,Don't know,Don't know,Yes,,,29.0,Male,
2451,No,No,No,,,27.0,Male,
2452,Don't know,No,Don't know,,,30.0,Male,
2453,No,No,No,,,43.0,Female,
2454,Yes,No,Yes,,,30.0,Female,
2455,Yes,Yes,Yes,,,33.0,Female,
2456,Don't know,Don't know,Yes,,,27.0,Female,
2457,Don't know,No,Yes,,,26.0,Female,
2458,Don't know,Yes,No,,,47.0,Male,
2459,Don't know,Don't know,Yes,,,30.0,Male,
2460,Don't know,Don't know,No,,,39.0,Male,
2461,Don't know,No,Don't know,,,36.0,Male,
2462,No,No,No,,,34.0,Male,
2463,Yes,Don't know,Yes,,,25.0,Female,
2464,Don't know,Yes,No,,,28.0,Male,
2465,Yes,Don't know,Yes,,,38.0,Male,
2466,Yes,Don't know,No,,,39.0,Male,
2467,Don't know,No,Don't know,,,32.0,Male,
2468,Don't know,Don't know,Yes,,,27.0,Female,
2469,Yes,Don't know,Yes,,,31.0,Female,
2470,Don't know,No,Don't know,,,30.0,Female,
2471,Don't know,Don't know,No,,,34.0,Male,
2472,Don't know,Don't know,Don't know,,,26.0,Male,
2473,Yes,Yes,No,,,27.0,Female,
2474,Don't know,Don't know,Yes,,,29.0,Male,
2475,Don't know,Don't know,Don't know,,,37.0,Female,
2476,Don't know,Don't know,Yes,,,49.0,Female,
2477,Don't know,Yes,No,,,39.0,Male,
2478,Don't know,Don't know,No,,,42.0,Male,
2479,Yes,Don't know,Yes,,,28.0,Male,
2480,Don't know,Don't know,Yes,,,33.0,Male,
2481,Don't know,Don't know,No,,,30.0,Female,
2482,Yes,No,Yes,,,70.0,Male,
2483,No,No,Don't know,,,25.0,Male,
2484,Don't know,Don't know,Yes,,,45.0,Male,
2485,Yes,Yes,Yes,,,63.0,Female,
2486,Yes,Yes,Yes,,,40.0,Male,
2487,Yes,Don't know,Yes,,,39.0,Male,
2488,Yes,No,Yes,,,31.0,Female,
2489,No,No,Yes,,,34.0,Male,
2490,Don't know,Don't know,Yes,,,44.0,Male,
2491,Don't know,No,Don't know,,,45.0,Male,
2492,Yes,No,Yes,,,43.0,Male,
2493,Yes,No,No,,,29.0,Male,
2494,Yes,No,Yes,,,27.0,Others,
2495,Yes,Yes,Yes,,,37.0,Male,
2496,Yes,No,Yes,,,41.0,Others,
2497,Yes,No,Yes,,,30.0,Female,
2498,Yes,No,Yes,,,28.0,Male,
2499,Don't know,Don't know,No,,,28.0,Male,
2500,Don't know,Don't know,Yes,,,39.0,Male,
2501,Don't know,No,Yes,,,22.0,Male,
2502,Yes,Don't know,No,,,31.0,Male,
2503,No,No,No,,,29.0,Male,
2504,No,No,Don't know,,,33.0,Male,
2505,Don't know,No,No,,,37.0,Male,
2506,Don't know,Don't know,Don't know,,,42.0,Male,
2507,Don't know,No,Yes,,,31.0,Male,
2508,Don't know,Don't know,Yes,,,34.0,Male,
2509,Don't know,Don't know,Yes,,,49.0,Female,
2510,Yes,Yes,Don't know,,,29.0,Male,
2511,Yes,No,Yes,,,40.0,Male,
2512,Don't know,Don't know,Yes,,,46.0,Female,
2513,Don't know,Don't know,No,,,31.0,Female,
2514,Yes,Don't know,Don't know,,,43.0,Male,
2515,Don't know,Don't know,No,,,45.0,Male,
2516,No,No,Don't know,,,32.0,Male,
2517,Don't know,Don't know,Yes,,,38.0,Male,
2518,Yes,Yes,Yes,,,40.0,Male,
2519,No,No,Yes,,,38.0,Male,
2520,No,No,Yes,,,32.0,Male,
2521,Don't know,No,Don't know,,,37.0,Male,
2522,Don't know,Don't know,Yes,,,24.0,Male,
2523,Don't know,Don't know,Don't know,,,25.0,Female,
2524,No,No,No,,,24.0,Male,
2525,Don't know,No,No,,,34.0,Female,
2526,Don't know,Don't know,Yes,,,55.0,Male,
2527,Yes,Yes,Yes,,,32.0,Male,
2528,No,No,No,,,29.0,Male,
2529,Don't know,Don't know,No,,,20.0,Male,
2530,Yes,No,Don't know,,,41.0,Male,
2531,Yes,Yes,Yes,,,33.0,Female,
2532,Don't know,Don't know,Don't know,,,25.0,Male,
2533,Don't know,Don't know,No,,,29.0,Male,
2534,Yes,No,Yes,,,24.0,Others,
2535,Don't know,Don't know,Yes,,,39.0,Male,
2536,Yes,Yes,No,,,39.0,Male,
2537,Don't know,Don't know,No,,,44.0,Male,
2538,Don't know,Don't know,Yes,,,30.0,Female,
2539,No,No,No,,,31.0,Male,
2540,Don't know,Yes,Yes,,,37.0,Male,
2541,Don't know,No,Yes,,,42.0,Male,
2542,Don't know,Don't know,Don't know,,,35.0,Male,
2543,Don't know,No,No,,,30.0,Male,
2544,Yes,Don't know,No,,,30.0,Male,
2545,Yes,No,Yes,,,33.0,Male,
2546,Don't know,Don't know,Don't know,,,31.0,Male,
2547,Yes,No,Yes,,,39.0,Female,
2548,No,No,No,,,27.0,Male,
2549,Don't know,Don't know,Yes,,,34.0,Male,
2550,No,No,No,,,31.0,Male,
2551,Yes,Don't know,Yes,,,30.0,Female,
2552,Yes,No,Yes,,,34.0,Male,
2553,Don't know,No,Don't know,,,20.0,Others,
2554,Don't know,Don't know,Yes,,,39.0,Male,
2555,Don't know,No,Don't know,,,50.0,Female,
2556,No,No,Yes,,,22.0,Male,
2557,Yes,No,Don't know,,,41.0,Male,
2558,No,No,Don't know,,,37.0,Male,
